Module name,Module size,Number of CN,Number of RN,Number of axioms
PortionOfVisualField,6134,5813,316,30232
SectionOfIntestine,6134,5813,316,30232
MitralValveStructure,6134,5813,316,30232
NeuromuscularDisorder,6143,5822,316,30267
SickleCellDisease,6212,5881,326,30525
PsoasFascia,6135,5814,316,30235
Singing,56,25,26,134
ArteryOfLeg,6134,5813,316,30232
IrregularHeartRate,6220,5897,318,30576
SurgicalExtending,35,20,10,77
PainReferral,142,85,52,388
Fracture,136,79,52,430
ImmunodeficiencySyndrome,48,27,16,119
MildSedation,174,107,62,485
LowerMedialQuadrantOfBreast,6134,5813,316,30232
StratumGranulosumEpidermis,116,65,46,315
PersonalityDisorder,175,114,56,524
HearingSymptom,6134,5813,316,30232
LobarParenchymalStructure,6134,5813,316,30232
SecondWebSpace,135,78,52,387
StyloidProcessOfFibula,6134,5813,316,30232
MuscleOfArm,6134,5813,316,30232
OxymetazolineHydrochloride,42,24,14,98
Hyoscyamine,41,23,14,95
RecombinantSalmonCalcitonin,144,77,62,388
Lowering,14,9,0,27
LiverPalpationExamination,6281,5960,316,30830
ButyrophenoneGroup,30,16,10,67
SecondMetatarsal,6134,5813,316,30232
BrainVentricle,6134,5813,316,30232
volatile,47,20,22,110
CefuroximeAxetil,79,38,36,191
CinnamonOil,41,23,14,95
CalciumDrugCompound,88,43,40,224
DoxepinHydrochloride,41,23,14,95
PathologicalColour,41,24,12,103
Sulconazole,74,33,36,174
InterfoveolarLigament,6134,5813,316,30232
RenalTubularFunction,207,124,78,618
Leptocimex,81,50,26,216
FludarabinePhosphate,41,23,14,95
UrinaryFrequency,6155,5826,324,30301
OccipitalLobe,6134,5813,316,30232
OrodentalSystemPhenomenon,25,12,8,51
Nedocromil,74,33,36,174
SolidBoundaryOfHollowStructure,75,34,36,185
dormantStage,17,13,0,39
AccessoryArteryToBulbOfPenis,6134,5813,316,30232
PlexusVenosiVertebralisInterni,6136,5815,316,30239
IntestinalMuscleSpasm,6239,5916,318,30656
EndocardialTissue,57,31,22,135
DextromethorphanHydrobromide,42,24,14,98
OlfactorySulcus,6134,5813,316,30232
NandroloneDeconoate,74,33,36,174
NonOcclusalSurfaceOfTooth,6167,5844,318,30380
lotionDrugForm,17,13,0,39
VolvulusLesion,6145,5824,316,30275
CiprofloxacinHydrochloride,75,34,36,177
Thulium,34,20,10,79
Shouting,56,25,26,134
Bottle,32,18,10,73
LingualRoute,6244,5923,316,30676
SplanchnicNerve,6136,5815,316,30242
Dialysing,58,27,26,140
DischargeLesion,80,43,32,226
RapidlyDecreasingLevel,40,17,18,92
HaematologyDevice,6139,5816,318,30249
Goat,88,57,26,235
RadialFracture,6172,5851,316,30382
lightHue,17,13,0,39
DermatologicalToxicity,6136,5815,316,30239
RheumaticHeartValveFailure,233,152,76,745
ComponentOfArm,6134,5813,316,30232
HipJointExamination,6275,5954,316,30807
DeepIntramuscularRoute,6244,5923,316,30676
CholineMagnesiumSalicylate,115,54,56,297
Cephalochordata,80,49,26,211
OverlappingBodyStructure,35,19,12,82
Calvarium,6134,5813,316,30232
PathologicalPhenomenon,30,14,12,66
Ertapenem,75,34,36,177
MedroxyprogesteroneAcetate,85,44,36,215
Terror,175,108,62,490
StreptobacillusMonilliformis,133,82,46,372
InferiorRectusMuscle,6134,5813,316,30232
AnteriorVaginalWall,6134,5813,316,30232
lessThan75Percent,12,8,0,23
FlexorCarpiUlnaris,6134,5813,316,30232
Somnambulance,6144,5823,316,30273
MagnesiumTrisilicate,85,40,40,213
Country,12,8,0,23
anteriorRotation,15,11,0,33
joule,11,7,0,20
BlackEyeBean,60,34,22,144
InferiorMidLeftHeartVentricle,6153,5832,316,30307
Sulpiride,41,23,14,95
AnteriorApicalLeftHeartVentricle,6134,5813,316,30232
PharmacologicalInvestigationAct,66,29,32,158
Dipodascus,113,68,40,312
BNFChapter10Section,56,27,24,133
PlexusGastrici,6135,5814,316,30237
InfluenzaVaccine,41,23,14,95
ComponentOfSphenoidBone,6134,5813,316,30232
PlexusHaemorrhoidalisMedius,6135,5814,316,30237
conditionalInstructionStatus,12,8,0,23
CalcaneoCuboidJoint,6134,5813,316,30232
QuadrupletPregnancy,308,193,110,938
Spinach,89,44,40,225
ConcentrationDisturbance,49,28,16,134
MedialFemoralJointSurface,6134,5813,316,30232
Lenograstim,145,78,62,389
MultiChannelAnalyser,73,36,32,183
Iophendylate,41,23,14,95
Grasping,6135,5814,316,30235
Carteolol,41,23,14,95
EpidermisAsWhole,6134,5813,316,30232
ExerciseRole,11,7,0,20
moreThanOneHundred,23,19,0,56
Cigar,80,44,32,201
ChestTightness,6239,5916,318,30658
Choline,31,17,10,69
RevisingProcess,13,8,0,24
permanent,16,12,0,36
PositivePreviousPersonalHistory,23,9,10,44
VitaminKDeficiencyState,154,91,58,440
PiperazineCitrate,42,24,14,98
BNFSection3_10,57,28,24,136
elevatedLevel,17,13,0,40
ComponentOfJoint,6134,5813,316,30232
MersalylSodium,41,23,14,95
EctopicParathyroidGlandTissue,6134,5813,316,30232
GravidityState,14,10,0,30
BisoprololFumarate,42,24,14,98
RenalAnaemia,6136,5815,316,30238
FirstWebSpaceOfFoot,6134,5813,316,30232
unilateralSelection,15,11,0,32
moreThan35Percent,15,11,0,32
StressCapacity,13,9,0,27
DietaryCalorieIntake,101,46,50,252
AreaOfDiverticulosis,88,47,36,249
CoagulatingDevice,41,22,14,93
Trachoma,6136,5815,316,30238
PrintedChapter,43,20,18,97
SystemicInfection,137,80,52,436
PeriodDuringDay,14,10,0,29
MajorArteryOfLimb,6134,5813,316,30232
SecondaryDysmenorrhoea,6300,5977,318,30926
Halitosis,6144,5821,318,30266
Poppet,32,18,10,73
PosteriorThirdOfDorsumOfTongue,6134,5813,316,30232
ToxaemiaOfPregnancy,73,40,28,197
CareAct,56,25,26,134
Synchronicity,13,9,0,27
PrepubertalGirl,134,83,46,372
BasophilicNormoblast,6137,5816,316,30241
HypokalaemicAlkalosis,6239,5906,328,30632
ArbitrarilyConjunctedPhenomenon,8,3,0,9
Device,30,16,10,67
SelfExamination,139,82,52,374
Dominance,13,9,0,27
CauteryDevice,42,23,14,96
ParotidDuct,6134,5813,316,30232
Absorbing,14,9,0,27
Suxamethonium,41,23,14,95
LeftVentricularOutflowTract,6138,5817,316,30248
Ganirelix,41,23,14,95
denslyPacked,16,12,0,36
MedianPalatineSuture,6134,5813,316,30232
ActiveDrugAdditiveRole,12,8,0,23
ApexOfLung,6134,5813,316,30232
Flap,40,24,12,99
HeartValveRegurgitation,210,135,70,646
Flat,32,18,10,73
Oxatomide,41,23,14,95
DrugRelativeContraindication,34,19,10,77
Flax,58,32,22,138
VisualSystemComponent,6134,5813,316,30232
Kaolin,56,30,22,132
GreaterPalatineForamen,6134,5813,316,30232
EarlyAfternoon,17,13,0,38
SaltyTaste,6140,5817,318,30250
ThierschMethod,33,18,10,71
MassValue,15,11,0,33
GastrointestinalPeristalsis,6134,5813,316,30232
posterior270Degree,16,12,0,36
AcquiringImmunityProcess,54,27,22,128
SuperficialBranchOfUlnarNerve,6134,5813,316,30232
TarsalBone,6134,5813,316,30232
SurfaceOfCrownOfPosteriorTooth,6134,5813,316,30232
ChaoticMenstrualCycle,6204,5881,318,30527
SulcusCalcanei,6139,5818,316,30253
ConsultationRole,10,6,0,17
SerumCatecholamineConcentration,6159,5836,318,30328
SurgicalOpeningProcess,30,15,10,62
BNFChapter9_4Section,60,31,24,150
RightMainCoronaryArteryThrombosis,6155,5834,316,30319
VenousHaemangioma,6233,5906,322,30622
ColdWeatherPeriod,13,9,0,26
SucroseAsDrug,46,27,14,109
LowBodyWeight,6173,5842,326,30377
ColicVein,6134,5813,316,30232
HopeOrDespair,146,89,52,403
HospitalSupervisedCare,57,26,26,137
VelumMedullare,6135,5814,316,30235
AnorexiaSymptom,217,142,70,646
PairedOrUnpairedStatus,11,7,0,20
MexiletineHydrochloride,41,23,14,95
ClinicalAppearanceState,15,11,0,33
BNFSection8_2_1,63,34,24,165
BNFSection8_2_2,63,34,24,165
SoftTissueTubercle,40,24,12,99
BNFSection8_2_5,63,34,24,165
ErythropoietinDeficiency,6136,5815,316,30239
BNFSection8_2_3,63,34,24,165
BNFSection8_2_4,63,34,24,165
NAMEDHepaticDiseaseProcess,6135,5814,316,30236
BronchialBreathSound,6258,5937,316,30735
Lactose,33,19,10,75
Notoedres,123,78,40,373
OralHaemorrhageSymptom,6180,5859,316,30428
PlexusPharyngeusNerviVagi,6135,5814,316,30236
Fenbufen,77,36,36,186
ExtentState,15,11,0,33
Methaemoglobinaemia,6136,5815,316,30240
CD4THelperCellLymphocyte,6145,5824,316,30271
Sulfathiazole,74,33,36,174
Urgency,13,9,0,27
Enbucrilate,41,23,14,95
VeryHighDose,16,11,0,34
Anencephaly,6358,6021,332,31147
SpermaticFascia,6135,5814,316,30235
DeepVeinOfLowerExtremity,6134,5813,316,30232
developmental,18,14,0,43
Keratitis,6263,5942,316,30757
Procyonidae,85,54,26,226
ComponentOfMidbrain,6134,5813,316,30232
OralAnatomicalComponent,6134,5813,316,30232
DigitalNerveSupplyingPalmarAspectOfUlnarBorderOfRingFinger,6134,5813,316,30232
DistalPhalanxOfHallux,6134,5813,316,30232
Oligodendrocyte,6135,5814,316,30235
barDrugForm,17,13,0,39
PalmarMetacarpalArtery,6134,5813,316,30232
Liliopsida,78,47,26,204
PortalVascularSystem,6134,5813,316,30232
ComponentOfRenalCortex,194,119,70,585
LipoxinA,34,20,10,78
LipoxinB,34,20,10,78
TheophyllineSodiumGlycinate,75,34,36,177
Diagnosis,24,10,10,44
PropamidineIsethionate,41,23,14,95
Paediatrics,16,12,0,36
SinusVenosusDefect,6137,5816,316,30244
soft,17,13,0,39
RheumatoidFactor,119,66,48,343
SurgicalApproaching,32,17,10,69
VascularisedSegmentOfIntestine,6138,5817,316,30245
TransverseProcessOfFifthCervicalVertebra,6134,5813,316,30232
Pholcodine,41,23,14,95
Coagulase,70,33,32,170
IleocolicVein,6134,5813,316,30232
LungParenchyma,6134,5813,316,30232
BNFSection15_1,70,41,24,199
PalatopharyngealArch,6134,5813,316,30232
BNFSection15_2,57,28,24,136
LaryngopharyngealMucousMembrane,6134,5813,316,30232
AnteriorFascialCompartmentOfArm,6134,5813,316,30232
corrosive,47,20,22,110
flexible,16,12,0,36
Ampicillin,75,34,36,177
SpinousProcessOfEleventhThoracicVertebra,6134,5813,316,30232
Crease,47,29,14,121
BCellLymphocytosis,6174,5843,326,30370
FifthMetacarpoPhalangealJoint,6134,5813,316,30232
CochlearLabyrinth,139,80,54,405
SinusVenosus,6137,5816,316,30244
AntiDiureticHormoneDrug,6159,5838,316,30330
GreatCardiacVein,6134,5813,316,30232
LeftMainCoronaryArtery,6134,5813,316,30232
ProstaglandinI2,45,26,14,105
Testis,6134,5813,316,30232
PhysicalFatigue,146,89,52,400
LysisLesion,83,46,32,237
FatherRole,13,9,0,26
MemorySuppressionProcess,6139,5818,316,30252
Carina,6134,5813,316,30232
BNFDrug,89,40,44,217
Fasciculating,32,17,10,69
IntracranialSectionOfMeningealSpace,6134,5813,316,30232
TonsillarPlexus,6135,5814,316,30235
BNFSection9_1_1_1,67,38,24,184
TendonOfForearm,6134,5813,316,30232
BNFSection9_1_1_2,67,38,24,184
AmpicillinTrihydrate,76,35,36,180
EntericCoating,32,18,10,73
PericardialAdhesion,6145,5824,316,30274
FungalSuperinfection,137,80,52,436
RouteToIntraAbdominalStructure,6244,5923,316,30676
NasoCiliaryNerve,6134,5813,316,30232
SurgicalTwisting,34,19,10,75
IncisalMarginOfTooth,42,26,12,105
Cefixime,75,34,36,177
FlailSegmentSkullFracture,6190,5863,322,30435
VoiceGeneration,40,17,18,90
SulcusTali,6134,5813,316,30232
AcquiredProlongedQTInterval,6248,5905,338,30652
PulmonaryLymphnode,6134,5813,316,30232
MidClavicularLine,49,31,14,127
Chiasma,47,29,14,121
ErosionOfTooth,6147,5826,316,30283
ForeignBodyInThroatSymptom,6165,5844,316,30354
SuperficialWallOfInguinalCanal,6135,5814,316,30235
OpportunisticInfectiveRole,11,7,0,20
ClostridiumGhonii,198,109,84,560
AcousticConductivity,14,10,0,30
BodyOfVertebra,6134,5813,316,30232
InfundibulumOfRightVentricle,6134,5813,316,30232
Medicine,15,11,0,33
SecondMetacarpoPhalangealJoint,6134,5813,316,30232
TransversospinalisMultifidusMuscle,6134,5813,316,30232
Cyclobarbitone,74,33,36,174
AccessoryNerve,6134,5813,316,30232
lessThan65Percent,15,11,0,32
AplasticAnaemia,6214,5883,326,30535
LeftwardRotation,21,16,0,49
NonNormallySmallPenisSymptom,6231,5900,326,30597
LeftAdrenalCortex,6134,5813,316,30232
Polycarboxylate,30,16,10,66
Nocturia,6140,5819,316,30253
ProstaglandinD2,44,26,14,104
LumbarSpineExamination,6275,5954,316,30807
DaySurgeryUnit,13,9,0,26
Echinodermata,79,48,26,208
ThymusGland,6140,5819,316,30258
Radiation,10,6,0,17
SurgicalBending,35,20,10,78
Suddeness,12,8,0,24
PosteriorInferiorCerebellarArtery,6134,5813,316,30232
HeparanSulphate,32,18,10,72
Resorcinol,41,23,14,95
NAMEDPathologicalProcess,45,24,16,117
NegativeAetiology,13,9,0,27
DistalEpiphysealCartilageOfUlna,6134,5813,316,30232
CalciumGluconate,85,40,40,213
HepaticSurveillance,6136,5815,316,30239
MarkedBradycardia,6246,5915,326,30668
PlexusVenosusForaminisOvale,6135,5814,316,30236
NonNutritiveFoodRole,11,7,0,20
NonnormalBodyCavity,87,50,32,239
DorsalAspectOfUlnarBorderOfRingFinger,6134,5813,316,30232
Gold,34,20,10,79
Depolarising,52,23,24,128
ProstaglandinE1,45,26,14,105
Pier,32,18,10,73
ProstaglandinE2,45,26,14,105
perNight,12,8,0,23
ElbowPain,6231,5910,316,30634
Miosis,6136,5815,316,30238
deciduous,17,13,0,39
Role,8,4,0,11
DoseRelatedIncreaseInAlkalinePhosphatase,16,11,0,34
PeroneusTertius,6134,5813,316,30232
HiatusHernia,6154,5833,316,30311
Medazepam,41,23,14,95
immediate,16,12,0,36
ChronicRenalFailure,6273,5938,330,30790
ColicBranch,6134,5813,316,30232
beneficial,13,9,0,26
LamellarBone,57,30,22,134
unambiguousSex,15,11,0,33
Ischium,6134,5813,316,30232
AnthraquinoneGlycoside,74,33,36,174
MaleGenitoUrinarySystem,6134,5813,316,30232
HistoryOfEpilepsy,6178,5851,322,30399
Enterobius,122,77,40,371
ProstaglandinF2,45,26,14,105
NonActiveImplantableDevice,72,35,32,183
RanitidineBismuthCitrate,42,24,14,98
Myxoma,6233,5906,322,30622
Beclomethasone,74,33,36,174
GenitoUrinarySystem,14,10,0,29
EtynodiolDiacetate,85,44,36,215
ZonaReticularis,49,31,14,127
CapsuleOfHip,6134,5813,316,30232
Bluebottle,81,50,26,217
Room,32,18,10,74
Radiating,14,9,0,27
ProstaglandinF1,44,26,14,104
Disintegrating,14,9,0,27
OuterSurfaceOfCheek,6142,5821,316,30265
AnaesthetistsStool,6169,5844,320,30372
FeatherPickerRole,11,7,0,20
schizotypicalPersonality,16,12,0,36
OrbitalFissure,6141,5820,316,30261
polygonal,19,14,0,43
LoxoscelesReclusus,81,50,26,215
LeftLowerWisdomTooth,6141,5820,316,30260
lessThanSeven,17,13,0,38
PaediatricSurgery,16,12,0,36
UterineHaemorrhage,6180,5859,316,30428
RightOvarianVein,6134,5813,316,30232
FourthCervicalVertebra,6134,5813,316,30232
DiffuseDistribution,40,17,18,93
TripolidineHydrochloride,41,23,14,95
BeclomethasoneDipropionate,75,34,36,177
Cement,46,25,16,108
LymphoreticularComponent,6138,5817,316,30250
SigmoidVein,6134,5813,316,30232
Mendelevium,30,16,10,66
primaryDiseaseStage,17,13,0,39
ProstaglandinG1,44,26,14,104
ProstaglandinG2,44,26,14,104
AcuteOnsetOfIllness,96,49,42,264
BorderOfThyroidLobe,6134,5813,316,30232
ElectrocauteryDevice,68,35,28,168
notIndicated,13,9,0,26
FlammabilityState,15,11,0,33
Chest,6134,5813,316,30232
Valvulitis,226,139,82,712
Corticoliberin,6134,5813,316,30232
DistalHeadOfFibula,6134,5813,316,30232
BellShapedDevice,69,34,30,174
EndoscopicProcedure,118,59,54,312
ColdTemperature,47,20,22,110
MentalHandicap,16,12,0,36
Aspect,8,4,0,11
soon,17,13,0,39
SneezingSymptom,6139,5818,316,30251
Zanamivir,41,23,14,95
SkinCovering,6134,5813,316,30232
tablet,11,7,0,20
Cyclandelate,41,23,14,95
Maintaining,12,7,0,21
Pyonephrosis,6153,5830,318,30320
VenousThrombosis,6155,5834,316,30319
SurgicalExteriorising,33,18,10,72
ChronicBronchitisSyndrome,6284,5959,320,30829
TrachealCartilageRing,6134,5813,316,30232
VeryLowDensityLipoprotein,40,22,14,92
VascularStructureOfAdrenalGland,6134,5813,316,30232
Human,86,55,26,230
CerebralAqueduct,6134,5813,316,30232
PseudomonasDiminuta,242,151,86,725
ExternalHaemorrhoid,6206,5879,322,30506
Root,47,29,14,121
Annelid,121,76,40,367
ProgressiveVaginalDilator,6232,5899,328,30598
Trichophyton,114,69,40,315
MajorCardiacValveStructure,6134,5813,316,30232
KneePain,6231,5910,316,30634
Olive,6134,5813,316,30232
Trisomy22Syndrome,47,26,16,123
ParalysisProcess,39,22,12,94
PostprandialBloodSampling,6167,5836,326,30335
TransverseLigamentOfKnee,6143,5822,316,30273
PalpabilityState,15,11,0,33
BasilarMembrane,139,80,54,405
ScapularMuscle,6134,5813,316,30232
PilocarpineNitrate,42,24,14,98
Tendon,6134,5813,316,30232
MagnetoResonance,15,10,0,30
HobbyRole,10,6,0,17
Hyperuroporphyrinuria,6190,5861,324,30440
AtrialDepolarisation,6149,5828,316,30294
RotatorCuff,6134,5813,316,30232
DutchGuilder,11,7,0,20
Propanone,31,17,10,69
MiddlePortionOfPenileShaft,137,72,60,383
CranialNerveExamination,6275,5954,316,30807
InterferonAlpha2a,45,27,14,108
NonNormalSizedFoot,6177,5852,320,30393
AlcoholDependentPatientsWhoContinueToDrink,16,11,0,34
InterferonAlpha2b,45,27,14,108
HistoryTakingAct,58,27,26,140
BodyPosition,12,8,0,24
unsuccessfullyTreated,15,11,0,32
FemaleOverThirtyFive,129,80,44,358
SoaveMethod,33,18,10,71
Pancuronium,41,23,14,95
FrenumOfOralCavity,6134,5813,316,30232
MuscleInjury,6154,5833,316,30311
DesferrioxamineMesylate,41,23,14,95
MeningiticRespiration,6257,5936,316,30729
LaserApparatus,52,27,20,125
cephalicPresentation,15,11,0,33
ToothExamination,6275,5954,316,30807
PosteriorLongitudinalLigament,6136,5815,316,30241
EmboliformusNucleus,6135,5814,316,30235
FrontoLacrimalSuture,6134,5813,316,30232
Flow,13,8,0,24
HalfLife,13,9,0,27
AuditoryAcuity,6139,5816,318,30248
BNFSection2_7_1,61,32,24,155
BNFSection2_7_3,61,32,24,155
BNFSection2_7_2,61,32,24,155
IntercavalSinus,6135,5814,316,30235
ActuallyHollowBodyStructure,79,44,30,213
RightUpperFirstPremolar,6141,5820,316,30259
SexualArousal,32,17,10,69
AdaptingDevice,43,22,16,98
BNFChapter1_6Section,63,34,24,165
spandetDrugForm,18,14,0,42
SuperiorRectalArtery,6134,5813,316,30232
ErythromycinStearate,75,34,36,177
ErectileComponentOfPenis,6134,5813,316,30232
Gout,6328,5997,326,31001
EsophagitisLesion,6263,5942,316,30757
EndocardialPacemakerElectrode,6155,5834,316,30314
Labour,66,29,32,158
ImplantableMagneticRing,90,47,38,230
Dehydration,6189,5860,324,30439
UrethralValve,142,85,52,403
ThoracolumbarFascia,6135,5814,316,30236
BileAcidAsDrug,6161,5840,316,30338
Fungus,110,65,40,303
ExerciseTwelveLeadECGTest,6225,5890,330,30578
ToxicMegacolon,6320,5981,334,30944
ComponentOfOvary,6134,5813,316,30232
HumanTCellLymphomaVirusII,78,47,26,207
RubellaVirus,77,46,26,202
Karyotype47XXYY,42,24,14,101
NonUrgent,16,12,0,36
FemaleHirsutism,6136,5815,316,30239
AmbientLowTemperature,72,35,32,185
SoundEnergy,10,6,0,17
atLeastWellSpecifiedProcess,11,7,0,20
CopperDepositionInNucleusLentiformis,6163,5838,320,30332
Glucosidase,70,33,32,170
AlkaliRole,12,8,0,23
PericardialMesothelium,6139,5818,316,30252
AtrioventricularValve,6134,5813,316,30232
LethalMidlineGranuloma,6324,5981,338,30984
PalpableRadialPulse,6289,5960,324,30851
UreidopenicillinChemicalAsDrug,76,35,36,181
NonupletPregnancy,308,193,110,938
Hyperglobulinaemia,6207,5878,324,30510
Sulphinpyrazone,41,23,14,95
NitrateChemical,60,23,32,134
PalpablePoplitealPulse,6289,5960,324,30851
GillesDeLaTouretteSyndrome,6149,5828,316,30291
Dysdiadochokinesia,6271,5938,328,30791
Germanium,30,16,10,66
DigestiveSign,6172,5851,316,30384
Telephone,61,28,28,149
JejunalVein,6134,5813,316,30232
VascularStructureOfPinealGland,6134,5813,316,30232
PermanenceState,15,11,0,33
Vertebra,6134,5813,316,30232
obligateAnaerobic,16,12,0,36
moderatelyComplete,16,12,0,36
BronchiolarConstriction,6233,5906,322,30625
PesValgus,6147,5826,316,30281
SpeechExamination,197,114,78,544
PosteriorEthmoidSinus,6134,5813,316,30232
LivedoReticularis,137,80,52,381
ArterialBloodSampling,6172,5841,326,30361
OxybuprocaineHydrochloride,41,23,14,95
BreastLumpSymptom,6142,5821,316,30264
CardioverterDefibrillatorDevice,6144,5823,316,30270
Sister,100,65,30,269
QuadricepsReflex,6228,5905,318,30610
DivisionOfMandible,6134,5813,316,30232
MedianArtery,6134,5813,316,30232
TestosteroneAsDrug,86,45,36,220
Amitriptyline,74,33,36,174
ParsAnteriorOfPituitaryGland,6134,5813,316,30232
BodyOfThirdCervicalVertebra,6134,5813,316,30232
thirdLineDrugIndication,14,10,0,29
Hylobatidae,86,55,26,230
AnnularCataract,6154,5829,320,30304
DexamethasoneMetasulphobenzoate,78,37,36,189
PoisoningProcess,33,18,10,72
BNFChapter6_7Section,61,32,24,155
PhosphateAsDrug,78,39,34,198
HyperlipidaemiaTypeIII,6196,5865,326,30457
BasilicVein,6134,5813,316,30232
SkinCapillaryConstriction,6331,5996,330,31002
InferiorMesentericGanglion,6135,5814,316,30237
VenousExamination,6275,5954,316,30807
UrinaryFrequencySymptom,6155,5826,324,30301
Crepitation,6258,5937,316,30735
FilmBasicDrugForm,61,26,30,143
PterygopalatineFossa,6136,5815,316,30244
PressureChangingProcess,13,8,0,24
EsophagealPathology,6134,5813,316,30232
NerveConduction,6134,5813,316,30232
Cetyldimethicone,41,23,14,95
SurgicalSmoothing,34,19,10,75
Voice,16,11,0,33
Balantidium,110,65,40,303
Dysuria,6231,5910,316,30634
DiethanolamineFusidate,41,23,14,95
ImplantableIntravascularBloodFilter,6140,5819,316,30254
PrimaryInteractionFeature,15,10,0,31
nonAllergic,16,12,0,36
Flatening,14,9,0,27
Activity,55,24,26,131
SoluteConcentrationAssay,112,45,62,277
SupernumeraryFinger,167,104,58,498
ProximalPhalanxOfSecondToe,6134,5813,316,30232
BiliaryTractPathology,6134,5813,316,30232
ImplantableUpperLimbProsthesis,6134,5813,316,30232
AnteriorHeartWall,6136,5815,316,30239
OesophagostomumApiostomum,125,80,40,380
InferiorMesentericPlexus,6135,5814,316,30236
firm,17,13,0,39
ChemicalPathway,12,8,0,24
EtafedrineHydrochloride,42,24,14,98
Tshape,19,15,0,45
Enalapril,41,23,14,95
SurgicalEvacuating,34,19,10,75
Bordetella,236,147,84,708
HyoscineButylbromide,41,23,14,95
SodiumFluoride,90,45,40,231
Ceramide,33,19,10,75
Constructing,13,8,0,24
LightPressureSensation,6141,5820,316,30259
FourthWebSpaceOfFoot,6134,5813,316,30232
Supraglottis,6134,5813,316,30232
Netilmicin,74,33,36,174
TricepsBrachii,6134,5813,316,30232
ConceptExpressingProcess,6136,5815,316,30238
OccularFunction,6134,5813,316,30232
Polythiazide,74,33,36,174
BarBasicDrugForm,61,26,30,143
